,age,job,marital,education,default,housing,loan,contact,month,day_of_week
9107,36,blue-collar,married,basic.4y,unknown,no,no,cellular,apr,tue
9108,62,housemaid,married,university.degree,no,yes,no,cellular,nov,thu
9109,46,unemployed,married,high.school,unknown,yes,no,cellular,nov,tue
9110,34,housemaid,married,high.school,unknown,yes,yes,cellular,may,wed
9111,59,entrepreneur,married,unknown,no,no,no,telephone,jun,tue
9112,37,technician,married,professional.course,no,no,no,cellular,nov,tue
9113,38,admin.,single,university.degree,no,yes,no,telephone,may,fri
9114,30,admin.,single,high.school,no,yes,no,cellular,may,mon
9115,29,admin.,single,university.degree,no,no,no,cellular,jul,wed
9116,39,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,wed
9117,31,self-employed,married,basic.4y,unknown,yes,no,cellular,aug,thu
9118,27,technician,married,professional.course,no,no,no,telephone,may,wed
9119,46,housemaid,married,basic.4y,unknown,no,no,cellular,jul,fri
9120,33,admin.,married,high.school,no,yes,no,cellular,nov,tue
9121,58,retired,divorced,university.degree,no,yes,no,cellular,apr,wed
9122,48,technician,divorced,professional.course,no,yes,yes,cellular,nov,tue
9123,53,services,married,high.school,unknown,yes,no,cellular,aug,thu
9124,38,admin.,single,university.degree,no,yes,no,cellular,nov,thu
9125,48,unknown,married,unknown,unknown,yes,no,cellular,jul,tue
9126,46,housemaid,divorced,basic.4y,unknown,yes,no,cellular,jul,tue
9127,27,admin.,single,university.degree,no,yes,no,cellular,may,fri
9128,50,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue
9129,39,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri
9130,39,management,single,basic.9y,no,yes,no,cellular,nov,mon
9131,38,technician,divorced,university.degree,no,no,no,cellular,apr,wed
9132,39,entrepreneur,divorced,high.school,no,no,no,telephone,may,mon
9133,33,services,married,university.degree,no,no,no,telephone,jun,thu
9134,37,blue-collar,married,high.school,unknown,no,yes,telephone,may,fri
9135,42,services,single,high.school,no,no,no,cellular,may,thu
9136,58,entrepreneur,married,university.degree,unknown,yes,yes,telephone,jun,thu
9137,35,admin.,married,university.degree,no,no,no,cellular,nov,tue
9138,36,blue-collar,married,basic.9y,no,no,no,telephone,may,tue
9139,52,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,wed
9140,27,admin.,single,basic.9y,no,yes,no,cellular,jul,tue
9141,25,blue-collar,single,high.school,no,no,no,cellular,jul,mon
9142,37,blue-collar,married,high.school,unknown,yes,no,cellular,may,fri
9143,51,technician,married,unknown,no,no,no,cellular,nov,tue
9144,28,services,married,high.school,no,no,no,cellular,jul,thu
9145,33,technician,married,professional.course,no,no,yes,cellular,aug,thu
9146,59,admin.,single,university.degree,no,no,no,cellular,aug,thu
9147,35,admin.,married,university.degree,no,yes,yes,cellular,sep,fri
9148,48,management,married,university.degree,unknown,yes,no,telephone,may,tue
9149,57,housemaid,married,basic.6y,unknown,no,no,telephone,jun,tue
9150,26,technician,married,professional.course,no,no,no,telephone,may,fri
9151,51,blue-collar,married,basic.4y,unknown,yes,no,telephone,jul,wed
9152,55,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu
9153,31,admin.,single,university.degree,unknown,yes,no,cellular,aug,tue
9154,28,services,married,high.school,no,no,no,cellular,jul,wed
9155,34,admin.,married,university.degree,no,no,no,cellular,jul,tue
9156,58,retired,divorced,professional.course,no,no,no,cellular,apr,thu
9157,47,blue-collar,divorced,basic.9y,unknown,no,no,telephone,jun,wed
9158,48,admin.,married,high.school,no,no,no,cellular,nov,wed
9159,43,management,married,university.degree,unknown,no,no,cellular,may,tue
9160,35,admin.,married,university.degree,no,yes,no,cellular,nov,mon
9161,31,admin.,single,university.degree,no,yes,no,cellular,nov,thu
9162,28,blue-collar,single,professional.course,no,no,no,cellular,jul,wed
9163,34,blue-collar,married,basic.6y,no,yes,no,cellular,jul,mon
9164,32,admin.,married,university.degree,no,no,no,cellular,nov,mon
9165,43,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,wed
9166,28,blue-collar,married,basic.9y,no,no,no,cellular,may,wed
9167,26,admin.,married,high.school,no,no,no,cellular,jun,mon
9168,37,admin.,married,high.school,no,yes,no,telephone,jun,thu
9169,50,management,divorced,university.degree,unknown,no,no,telephone,apr,mon
9170,44,admin.,married,university.degree,unknown,yes,yes,cellular,aug,thu
9171,24,technician,single,professional.course,no,yes,no,cellular,jul,mon
9172,48,admin.,divorced,basic.9y,no,no,no,cellular,jul,tue
9173,30,admin.,married,university.degree,no,no,no,cellular,aug,tue
9174,31,technician,single,unknown,no,no,yes,cellular,may,fri
9175,39,admin.,married,university.degree,no,yes,no,cellular,jul,mon
9176,52,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,wed
9177,56,housemaid,divorced,basic.4y,unknown,yes,no,telephone,jun,tue
9178,30,admin.,single,university.degree,no,yes,no,cellular,aug,wed
9179,37,management,married,university.degree,no,no,no,telephone,jun,mon
9180,54,retired,single,high.school,no,yes,no,cellular,jul,thu
9181,55,management,married,basic.9y,no,no,no,cellular,nov,fri
9182,33,self-employed,single,university.degree,no,no,no,telephone,may,tue
9183,46,technician,divorced,professional.course,no,yes,no,cellular,aug,thu
9184,40,retired,single,basic.4y,no,yes,yes,cellular,apr,tue
9185,36,admin.,divorced,high.school,no,yes,no,cellular,may,wed
9186,35,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu
9187,37,self-employed,married,professional.course,unknown,yes,no,telephone,may,fri
9188,34,services,divorced,high.school,no,yes,no,cellular,jul,tue
9189,42,self-employed,married,university.degree,no,no,no,telephone,may,fri
9190,37,admin.,single,university.degree,unknown,no,no,cellular,jul,tue
9191,22,unemployed,single,high.school,no,no,no,telephone,jul,wed
9192,50,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu
9193,27,admin.,single,high.school,no,yes,no,cellular,may,mon
9194,39,technician,single,university.degree,no,no,no,cellular,aug,thu
9195,35,services,married,basic.6y,no,yes,no,telephone,jun,fri
9196,26,admin.,single,university.degree,no,yes,yes,cellular,jul,mon
9197,48,admin.,single,university.degree,no,yes,no,cellular,nov,mon
9198,32,blue-collar,single,basic.9y,no,no,no,telephone,may,mon
9199,27,admin.,single,high.school,unknown,yes,no,cellular,jul,thu
9200,26,unemployed,single,basic.9y,no,yes,yes,cellular,jul,mon
9201,44,unemployed,married,basic.9y,unknown,yes,no,telephone,jul,wed
9202,34,admin.,single,university.degree,no,no,no,telephone,jun,tue
9203,57,self-employed,married,professional.course,no,yes,no,cellular,jul,tue
9204,30,services,married,basic.9y,unknown,no,no,cellular,nov,mon
9205,45,housemaid,married,basic.4y,no,no,no,cellular,aug,wed
9206,30,admin.,single,university.degree,no,yes,yes,telephone,nov,fri
9207,47,services,divorced,university.degree,no,yes,yes,cellular,may,tue
9208,44,admin.,divorced,high.school,no,no,no,cellular,may,tue
9209,36,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu
9210,65,retired,married,university.degree,no,no,no,cellular,apr,wed
9211,48,entrepreneur,married,basic.9y,no,no,no,cellular,jul,mon
9212,39,blue-collar,married,unknown,no,yes,no,cellular,jul,tue
9213,60,admin.,married,professional.course,no,yes,no,cellular,apr,thu
9214,52,admin.,married,university.degree,no,no,yes,cellular,jul,fri
9215,49,housemaid,married,basic.4y,no,no,yes,telephone,jun,fri
9216,27,services,single,high.school,no,no,no,cellular,jul,fri
9217,22,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu
9218,57,retired,single,unknown,unknown,no,no,cellular,jul,mon
9219,46,blue-collar,married,professional.course,no,no,no,telephone,aug,mon
9220,77,retired,divorced,basic.4y,no,no,no,cellular,apr,thu
9221,51,admin.,married,university.degree,no,no,no,telephone,jun,thu
9222,34,admin.,married,high.school,no,yes,no,cellular,jul,mon
9223,44,admin.,single,university.degree,no,yes,yes,cellular,nov,thu
9224,38,blue-collar,married,high.school,unknown,yes,no,cellular,may,mon
9225,49,blue-collar,married,basic.9y,unknown,no,no,cellular,may,tue
9226,35,admin.,married,high.school,no,no,no,telephone,may,fri
9227,49,admin.,divorced,university.degree,no,no,no,telephone,jun,thu
9228,35,admin.,married,university.degree,no,no,no,telephone,may,thu
9229,39,services,married,unknown,unknown,unknown,unknown,cellular,jul,wed
9230,50,services,married,high.school,no,yes,no,cellular,aug,wed
9231,55,retired,married,high.school,no,no,no,telephone,may,fri
9232,31,admin.,married,university.degree,no,yes,no,cellular,aug,mon
9233,33,admin.,married,high.school,no,no,no,telephone,may,wed
9234,29,services,married,basic.9y,unknown,no,no,telephone,may,fri
9235,34,self-employed,married,university.degree,no,yes,no,cellular,nov,wed
9236,30,admin.,married,university.degree,no,no,no,cellular,jul,fri
9237,37,technician,single,professional.course,no,no,no,cellular,aug,wed
9238,34,admin.,married,university.degree,no,no,no,telephone,may,wed
9239,29,admin.,single,high.school,no,no,no,cellular,jul,fri
9240,36,technician,divorced,professional.course,no,yes,no,cellular,may,mon
9241,29,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed
9242,35,self-employed,married,basic.9y,no,no,yes,telephone,jun,tue
9243,37,blue-collar,divorced,basic.6y,no,yes,yes,cellular,nov,tue
9244,58,admin.,married,university.degree,no,no,no,cellular,aug,mon
9245,43,admin.,single,high.school,no,no,no,telephone,apr,fri
9246,44,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon
9247,33,management,married,university.degree,no,no,no,cellular,jul,tue
9248,34,unemployed,married,high.school,no,yes,yes,cellular,jul,thu
9249,44,admin.,married,high.school,no,no,no,cellular,apr,thu
9250,41,admin.,married,university.degree,unknown,yes,no,cellular,may,fri
9251,29,self-employed,married,university.degree,no,no,no,cellular,nov,thu
9252,36,blue-collar,single,basic.9y,unknown,no,no,cellular,jul,mon
9253,49,technician,married,professional.course,no,yes,no,cellular,jul,thu
9254,57,admin.,married,university.degree,no,yes,yes,telephone,jul,tue
9255,43,admin.,married,high.school,no,no,no,cellular,jul,mon
9256,32,admin.,single,university.degree,no,yes,yes,cellular,aug,tue
9257,76,retired,married,university.degree,no,yes,yes,cellular,dec,thu
9258,26,technician,single,professional.course,no,unknown,unknown,cellular,jul,wed
9259,49,services,single,high.school,no,yes,yes,cellular,jul,thu
9260,51,services,married,high.school,unknown,no,yes,cellular,aug,tue
9261,30,technician,single,university.degree,no,no,no,cellular,nov,thu
9262,33,management,single,university.degree,no,unknown,unknown,telephone,may,thu
9263,34,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,tue
9264,54,retired,married,basic.4y,no,yes,no,cellular,apr,fri
9265,43,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed
9266,45,entrepreneur,married,basic.9y,no,yes,no,telephone,may,fri
9267,38,student,single,university.degree,no,no,no,telephone,jun,mon
9268,29,admin.,single,university.degree,no,no,no,cellular,aug,thu
9269,30,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu
9270,42,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu
9271,25,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed
9272,25,admin.,married,university.degree,no,no,no,cellular,mar,fri
9273,32,admin.,single,university.degree,no,no,no,cellular,may,fri
9274,45,admin.,single,university.degree,no,yes,no,cellular,jul,thu
9275,49,blue-collar,married,basic.9y,no,no,no,telephone,may,tue
9276,38,technician,single,basic.6y,no,yes,no,cellular,nov,wed
9277,51,admin.,divorced,university.degree,no,yes,no,telephone,may,thu
9278,28,technician,married,basic.9y,no,no,no,cellular,may,tue
9279,42,admin.,married,high.school,unknown,no,yes,cellular,jul,thu
9280,43,admin.,married,high.school,no,yes,no,telephone,nov,tue
9281,39,admin.,married,high.school,no,yes,no,cellular,apr,fri
9282,36,technician,single,professional.course,unknown,no,no,cellular,may,wed
9283,38,technician,divorced,high.school,unknown,no,no,cellular,aug,mon
9284,34,technician,single,university.degree,no,yes,no,cellular,aug,wed
9285,38,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed
9286,35,blue-collar,married,high.school,no,no,no,telephone,jun,thu
9287,59,admin.,divorced,university.degree,unknown,yes,yes,cellular,aug,mon
9288,47,technician,married,high.school,no,no,no,cellular,aug,tue
9289,42,technician,married,professional.course,unknown,no,no,cellular,aug,wed
9290,56,retired,married,university.degree,no,no,no,cellular,nov,wed
9291,34,technician,divorced,professional.course,no,no,no,cellular,jul,wed
9292,24,admin.,single,professional.course,no,yes,no,cellular,jul,mon
9293,59,technician,married,basic.9y,no,no,no,cellular,oct,fri
9294,46,technician,divorced,professional.course,no,yes,no,cellular,jul,wed
9295,26,management,single,university.degree,no,no,no,cellular,may,thu
9296,44,technician,married,professional.course,no,yes,no,telephone,may,thu
9297,37,admin.,married,high.school,unknown,yes,yes,telephone,may,tue
9298,36,admin.,single,university.degree,no,yes,no,cellular,aug,fri
9299,42,technician,divorced,professional.course,no,no,no,cellular,nov,mon
9300,30,services,single,high.school,unknown,no,no,telephone,jul,thu
9301,57,technician,married,university.degree,unknown,yes,yes,cellular,aug,thu
9302,33,technician,single,basic.9y,no,yes,yes,cellular,aug,mon
9303,29,admin.,single,university.degree,no,no,no,telephone,jun,wed
9304,56,blue-collar,married,unknown,no,yes,no,cellular,aug,tue
9305,48,services,married,high.school,no,no,no,cellular,aug,mon
9306,22,student,single,unknown,no,no,no,cellular,jun,mon
9307,25,admin.,married,high.school,no,yes,no,telephone,jun,fri
9308,28,admin.,married,high.school,no,no,no,cellular,may,fri
9309,25,unemployed,married,university.degree,no,no,no,cellular,jun,tue
9310,36,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue
9311,36,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,wed
9312,32,blue-collar,married,basic.9y,no,no,no,telephone,may,fri
9313,36,services,married,high.school,no,yes,no,telephone,may,wed
9314,50,admin.,married,university.degree,no,yes,no,cellular,nov,fri
9315,50,admin.,married,university.degree,no,yes,yes,cellular,aug,tue
9316,33,blue-collar,married,basic.4y,unknown,no,no,cellular,nov,thu
9317,28,services,married,high.school,no,no,no,cellular,jul,thu
9318,38,technician,single,professional.course,no,yes,no,cellular,may,thu
9319,25,admin.,single,university.degree,no,no,no,telephone,aug,tue
9320,48,technician,divorced,university.degree,no,yes,no,cellular,apr,thu
9321,29,admin.,married,university.degree,no,no,no,cellular,may,wed
9322,31,self-employed,single,university.degree,no,yes,no,cellular,oct,fri
9323,30,technician,single,professional.course,no,no,no,cellular,aug,wed
9324,57,retired,married,professional.course,no,no,no,cellular,aug,wed
9325,28,technician,married,university.degree,no,no,no,telephone,may,thu
9326,75,retired,married,basic.4y,no,yes,yes,cellular,jul,fri
9327,33,unemployed,divorced,professional.course,no,yes,no,cellular,aug,mon
9328,34,blue-collar,married,basic.9y,no,no,no,telephone,may,mon
9329,34,admin.,married,university.degree,no,no,no,telephone,jun,mon
9330,41,services,married,university.degree,no,yes,no,cellular,nov,thu
9331,28,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon
9332,30,technician,single,professional.course,no,no,no,cellular,sep,tue
9333,24,student,single,high.school,no,no,no,telephone,may,thu
9334,26,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon
9335,32,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue
9336,42,blue-collar,married,high.school,no,yes,no,cellular,may,wed
9337,46,services,divorced,basic.9y,no,unknown,unknown,cellular,may,wed
9338,45,blue-collar,married,basic.4y,no,no,no,cellular,jul,tue
9339,47,services,single,high.school,no,yes,no,cellular,may,mon
